text,label,need_ambulance
he was bitten a snake while,snake_bite,True
he was snake by a bitten while hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
the patient had a a painful wrist after swollen fall,fractures,False
the autumn patient had a swollen painful wrist after a fall,fractures,False
the patient role had a swollen painful wrist after a fall,fractures,False
the patient had a swollen painful wrist after a fall ,fractures,False
the patient experienced numbness and pain after an electric accidental injury injury,electric_shock,True
the experienced numbness and pain an electric injury,electric_shock,True
the after experienced numbness and pain patient an electric injury,electric_shock,True
the patient experienced numbness and pain after an electric injury ,electric_shock,True
a raccoon bite led concern for exposure,rabies,True
a raccoon bite led to concern for madness exposure,rabies,True
a raccoon bite burn led to concern for rabies exposure,rabies,True
a raccoon bite led to concern for rabies exposure ,rabies,True
minor and were cleaned wounds dressed,wounds,False
minor wounds were strip and dressed,wounds,False
minor wounds small fry were cleaned and dressed,wounds,False
minor wounds were cleaned and dressed ,wounds,False
a lifeguard started cpr when the swimmer was pulled out of water,cpr,True
a lifeguard started cpr when the swimmer was pulled the of out water,cpr,True
a lifeguard started cpr when the swimmer was displume pulled out of the water,cpr,True
a lifeguard started cpr when the swimmer was pulled out of the water ,cpr,True
burn marks were visible after a voltage shock,electric_shock,True
burn marks were visible after a high voltage represent shock,electric_shock,True
burn marks were visible after a high shock voltage,electric_shock,True
burn marks were visible after a high voltage shock ,electric_shock,True
she fainted after later standing up too quickly,fainting,False
fainted she after standing up too quickly,fainting,False
she fainted after standing too quickly,fainting,False
she fainted after standing up too quickly ,fainting,False
symptom anaphylaxis symptoms followed a bee sting,bee_sting,False
anaphylaxis symptoms followed a bee sting,bee_sting,False
a symptoms followed anaphylaxis bee sting,bee_sting,False
anaphylaxis symptoms followed a bee sting ,bee_sting,False
he lost consciousness for a few seconds and then go back,fainting,False
he lost consciousness amp for a few seconds and then recovered,fainting,False
he lost consciousness for a few seconds and then recovered,fainting,False
he lost consciousness for a few seconds and then recovered ,fainting,False
cauterise marks were visible after a high voltage shock,electric_shock,True
burn marks were visible after a high voltage,electric_shock,True
represent burn marks were visible after a high voltage shock,electric_shock,True
burn marks were visible after a high voltage shock ,electric_shock,True
patient multiple pain and swelling from reported stings,bee_sting,False
patient role reported pain and swelling from multiple stings,bee_sting,False
reported swelling from multiple stings,bee_sting,False
patient reported pain and swelling from multiple stings ,bee_sting,False
the patient had burns from a flak incident,burns,False
the patient had burns from a incident,burns,False
the patient incinerate had burns from a fire incident,burns,False
the patient had burns from a fire incident ,burns,False
fang marks were visible on the ankle joint after a bite,snake_bite,True
fang represent marks were visible on the ankle after a bite,snake_bite,True
ankle marks were visible on the fang after a bite,snake_bite,True
fang marks were visible on the ankle after a bite ,snake_bite,True
compressions began chest bystanders as the person had stopped breathing,cpr,True
amp bystanders began chest compressions as the person had stopped breathing,cpr,True
bystanders began chest compressions as the person had stopped breathing,cpr,True
bystanders began chest compressions as the person had stopped breathing ,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was necessitate,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation contiguous was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed ,cpr,True
broke he his arm while skateboarding,fractures,False
he his arm skateboarding,fractures,False
he bankrupt his arm while skateboarding,fractures,False
he broke his arm while skateboarding ,fractures,False
the wound was bleeding profusely after the spite accident,wounds,False
the the was bleeding profusely after wound accident,wounds,False
the wound was bleeding profusely after accident,wounds,False
the wound was bleeding profusely after the accident ,wounds,False
a lifeguard started cpr when the swimmer was pluck out of the water,cpr,True
a lifeguard started cpr when the swimmer was pulled displume out of the water,cpr,True
the lifeguard started cpr when a swimmer was pulled out of the water,cpr,True
a lifeguard started cpr when the swimmer was pulled out of the water ,cpr,True
minor were wounds cleaned and dressed,wounds,False
minor wounds were cleaned make clean and dressed,wounds,False
minor lesion were cleaned and dressed,wounds,False
minor wounds were cleaned and dressed ,wounds,False
she had white anglo saxon protestant an allergic reaction to a wasp sting,bee_sting,False
she had an allergic a to reaction wasp sting,bee_sting,False
she had an allergic reaction to a wasp sting,bee_sting,False
she had an allergic reaction to a wasp sting ,bee_sting,False
the was from the water unresponsive and coughing,drowning,True
the child was pulled from the represent water unresponsive and coughing,drowning,True
the child was pulled from the coughing unresponsive and water,drowning,True
the child was pulled from the water unresponsive and coughing ,drowning,True
he appeared pale and make pass passed out during the meeting,fainting,False
he appeared pale and passed during the meeting,fainting,False
he appeared pale and passed out during meeting the,fainting,False
he appeared pale and passed out during the meeting ,fainting,False
after patient had a swollen painful wrist the a fall,fractures,False
the patient had a painful wrist after a fall,fractures,False
the patient had a intumesce painful wrist after a fall,fractures,False
the patient had a swollen painful wrist after a fall ,fractures,False
sudden occurred fainting during a blood test,fainting,False
sudden fainting pass out occurred during a blood test,fainting,False
sudden fainting occurred during a blood test,fainting,False
sudden fainting occurred during a blood test ,fainting,False
the sting left a inflamed red area on his arm,scorpion_sting,True
the sting left a red conflagrate area on his arm,scorpion_sting,True
the sting left a red along inflamed area on his arm,scorpion_sting,True
the sting left a red inflamed area on his arm ,scorpion_sting,True
he suffered electric an shock while fixing the outlet,electric_shock,True
he suffered an electric shock while fixing the outlet,electric_shock,True
he galvanizing suffered an electric shock while fixing the outlet,electric_shock,True
he suffered an electric shock while fixing the outlet ,electric_shock,True
a raccoon sharpness led to concern for rabies exposure,rabies,True
a raccoon bite led to concern for hydrophobia rabies exposure,rabies,True
for raccoon bite led to concern a rabies exposure,rabies,True
a raccoon bite led to concern for rabies exposure ,rabies,True
bind were applied to a laceration on the leg,wounds,False
bandages were applied to represent a laceration on the leg,wounds,False
bandages were applied to a laceration on leg,wounds,False
bandages were applied to a laceration on the leg ,wounds,False
a lifeguard started cpr when the swimmer was pulled out of the represent water,cpr,True
a lifeguard started swimmer when the cpr was pulled out of the water,cpr,True
a lifesaver started cpr when the swimmer was pulled out of the water,cpr,True
a lifeguard started cpr when the swimmer was pulled out of the water ,cpr,True
the patient was pulse rate found unresponsive with no pulse cpr was initiated,cpr,True
the was found unresponsive with no cpr initiated,cpr,True
initiated patient was found unresponsive with no pulse cpr was the,cpr,True
the patient was found unresponsive with no pulse cpr was initiated ,cpr,True
he was bitten by a stray have suspected to dog rabies,rabies,True
he was seize with teeth by a stray dog suspected to have rabies,rabies,True
he bitten by a stray suspected to have,rabies,True
he was bitten by a stray dog suspected to have rabies ,rabies,True
an x ray confirmed branch a fracture in the left leg,fractures,False
an decade ray confirmed a fracture in the left leg,fractures,False
an x ray a confirmed fracture in the left leg,fractures,False
an x ray confirmed a fracture in the left leg ,fractures,False
scorpion venom symptoms minutes within appeared,scorpion_sting,True
scorpion venom scorpio symptoms appeared within minutes,scorpion_sting,True
venom minutes,scorpion_sting,True
scorpion venom symptoms appeared within minutes ,scorpion_sting,True
reported pain swelling from stings,bee_sting,False
stings reported pain and swelling from multiple patient,bee_sting,False
patient report pain and swelling from multiple stings,bee_sting,False
patient reported pain and swelling from multiple stings ,bee_sting,False
immobilization for required was a fractured bone,fractures,False
immobilization was required a bone,fractures,False
immobilization was required for a fractured necessitate bone,fractures,False
immobilization was required for a fractured bone ,fractures,False
she was unable to walk after fracturing her ankle,fractures,False
she her unable to walk after fracturing was ankle,fractures,False
she fracture was unable to walk after fracturing her ankle,fractures,False
she was unable to walk after fracturing her ankle ,fractures,False
ruby skin was red and blistered from sunburn,burns,False
skin from red and blistered was sunburn,burns,False
skin was red and blister from sunburn,burns,False
skin was red and blistered from sunburn ,burns,False
he suffered an electric shock while impact fixing the outlet,electric_shock,True
he outlet an electric shock while fixing the suffered,electric_shock,True
suffered an electric shock while fixing the outlet,electric_shock,True
he suffered an electric shock while fixing the outlet ,electric_shock,True
he was bitten by a snake while hiking,snake_bite,True
he was bitten by spell a snake while hiking,snake_bite,True
he was seize with teeth by a snake while hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
sudden fainting occurred during blood a test,fainting,False
sudden fainting occurred during a blood test,fainting,False
sudden fainting occurred during a pedigree test,fainting,False
sudden fainting occurred during a blood test ,fainting,False
wounding minor wounds were cleaned and dressed,wounds,False
minor wounds were cleaned and dressed,wounds,False
minor wounds dressed cleaned and were,wounds,False
minor wounds were cleaned and dressed ,wounds,False
she was submerged in water for several minutes before ahead being rescued,drowning,True
she was submerged in piddle for several minutes before being rescued,drowning,True
she was submerged in for several minutes before being rescued,drowning,True
she was submerged in water for several minutes before being rescued ,drowning,True
the sting site became bite red and itchy,bee_sting,False
the sting site became red itchy,bee_sting,False
the sting site became red and fretful,bee_sting,False
the sting site became red and itchy ,bee_sting,False
he suffered fixing electric shock while an the outlet,electric_shock,True
he suffered an electric shock while fixing outlet,electric_shock,True
he suffered an electric blow out of the water while fixing the outlet,electric_shock,True
he suffered an electric shock while fixing the outlet ,electric_shock,True
she had an allergic reaction to a white anglo saxon protestant sting,bee_sting,False
suffer she had an allergic reaction to a wasp sting,bee_sting,False
she had wasp allergic reaction to a an sting,bee_sting,False
she had an allergic reaction to a wasp sting ,bee_sting,False
a near drowning incident occurred at the pool,drowning,True
a near drowning incidental occurred at the pool,drowning,True
drowning near a incident occurred at the pool,drowning,True
a near drowning incident occurred at the pool ,drowning,True
she had a deep cut forearm from broken glass,wounds,False
she had a deep cut on her forearm from broken deoxyephedrine,wounds,False
cryptic she had a deep cut on her forearm from broken glass,wounds,False
she had a deep cut on her forearm from broken glass ,wounds,False
the child was small fry pulled from the water unresponsive and coughing,drowning,True
the child pulled from the water unresponsive and coughing,drowning,True
the child water pulled from the was unresponsive and coughing,drowning,True
the child was pulled from the water unresponsive and coughing ,drowning,True
the wound was bleeding represent profusely after the accident,wounds,False
the bleeding profusely after the accident,wounds,False
the bleeding was wound profusely after the accident,wounds,False
the wound was bleeding profusely after the accident ,wounds,False
a piece of food blocked block up his airway completely,choking,True
airway piece of food blocked his a completely,choking,True
a piece of food blocked his airline business completely,choking,True
a piece of food blocked his airway completely ,choking,True
the worker break after accidental electrocution,electric_shock,True
the worker collapsed after accidental electrocution,electric_shock,True
give way the worker collapsed after accidental electrocution,electric_shock,True
the worker collapsed after accidental electrocution ,electric_shock,True
choking relieved using the heimlich maneuver,choking,True
choking was relieved using the heimlich guide,choking,True
choking was relieved using the heimlich practice maneuver,choking,True
choking was relieved using the heimlich maneuver ,choking,True
he broke his arm spell while skateboarding,fractures,False
he broke arm his while skateboarding,fractures,False
he broke his subdivision while skateboarding,fractures,False
he broke his arm while skateboarding ,fractures,False
the accidental collapsed after worker electrocution,electric_shock,True
the worker collapsed after accidental electrocution,electric_shock,True
the worker collapsed after accidental burning,electric_shock,True
the worker collapsed after accidental electrocution ,electric_shock,True
he founder suddenly and was not breathing immediate resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate contiguous resuscitation was needed,cpr,True
he collapsed suddenly and was needed breathing immediate resuscitation was not,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed ,cpr,True
skin was red and scald from sunburn,burns,False
skin was red clamber and blistered from sunburn,burns,False
skin was red and blistered from sunburn,burns,False
skin was red and blistered from sunburn ,burns,False
test fainting occurred during a blood sudden,fainting,False
sudden occurred during a test,fainting,False
sudden fainting occurred during a blood origin test,fainting,False
sudden fainting occurred during a blood test ,fainting,False
a near drowning incident occurred at the pool,drowning,True
a near drowning incident incidental occurred at the pool,drowning,True
a near drowning incident occurred at the kitty,drowning,True
a near drowning incident occurred at the pool ,drowning,True
bandages were give to a laceration on the leg,wounds,False
bandages were applied to laceration on the leg,wounds,False
bandages were applied to a represent laceration on the leg,wounds,False
bandages were applied to a laceration on the leg ,wounds,False
she spell turned blue while eating and gasped for air,choking,True
she wrick blue while eating and gasped for air,choking,True
she turned blue eating and gasped for air,choking,True
she turned blue while eating and gasped for air ,choking,True
he was bitten by a spell snake while hiking,snake_bite,True
he was bitten by a snake while hiking,snake_bite,True
he was bitten by a serpent while hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
the child was pulled and the water unresponsive from coughing,drowning,True
the child was pulled from the water system unresponsive and coughing,drowning,True
the child was pulled from the water cough unresponsive and coughing,drowning,True
the child was pulled from the water unresponsive and coughing ,drowning,True
the patient reported lightheadedness dizziness and momentarily blacked out,fainting,False
the patient reported giddiness and momentarily blacked out,fainting,False
the patient reported dizziness blacked momentarily and out,fainting,False
the patient reported dizziness and momentarily blacked out ,fainting,False
he clutched his throat and pass off struggled to breathe,choking,True
he clutched his throat and struggled breathe,choking,True
he clutched his pharynx and struggled to breathe,choking,True
he clutched his throat and struggled to breathe ,choking,True
began chest compressions as the person had stopped breathing,cpr,True
bystanders began chest compressions as the block up person had stopped breathing,cpr,True
bystanders began chest of drawers compressions as the person had stopped breathing,cpr,True
bystanders began chest compressions as the person had stopped breathing ,cpr,True
the cat bite showed signs of infection and unusual behavior,rabies,True
the cat bite demonstrate signs of infection and unusual behavior,rabies,True
the cat bite showed signs infection of and unusual behavior,rabies,True
the cat bite showed signs of infection and unusual behavior ,rabies,True
he appeared pale and passed out during the meeting,fainting,False
appear he appeared pale and passed out during the meeting,fainting,False
he appeared during and passed out pale the meeting,fainting,False
he appeared pale and passed out during the meeting ,fainting,False
the patient was affected role found unresponsive with no pulse cpr was initiated,cpr,True
the patient was found unresponsive with no pulsing cpr was initiated,cpr,True
the patient was found unresponsive with pulse cpr was initiated,cpr,True
the patient was found unresponsive with no pulse cpr was initiated ,cpr,True
she was electrocuted by exposed wires,electric_shock,True
she wires electrocuted by exposed was,electric_shock,True
she was electrocuted by exposed cable,electric_shock,True
she was electrocuted by exposed wires ,electric_shock,True
the sting left a red fire up area on his arm,scorpion_sting,True
the sting left a red inflamed area on his arm,scorpion_sting,True
the sting left a red inflamed area along on his arm,scorpion_sting,True
the sting left a red inflamed area on his arm ,scorpion_sting,True
give way he broke his arm while skateboarding,fractures,False
he broke arm his while skateboarding,fractures,False
he break up his arm while skateboarding,fractures,False
he broke his arm while skateboarding ,fractures,False
the patient reported black dizziness and momentarily blacked out,fainting,False
the patient reported dizziness and momentarily melanise out,fainting,False
the patient reported dizziness and momentarily blacked out,fainting,False
the patient reported dizziness and momentarily blacked out ,fainting,False
anaphylaxis symptoms followed a bee sting,bee_sting,False
anaphylaxis bee followed a symptoms sting,bee_sting,False
anaphylaxis symptom followed a bee sting,bee_sting,False
anaphylaxis symptoms followed a bee sting ,bee_sting,False
the boy choked on a and grape couldnt breathe,choking,True
the boy choked on a grape and along couldnt breathe,choking,True
the choked on a grape and couldnt breathe,choking,True
the boy choked on a grape and couldnt breathe ,choking,True
mouth to mouth resuscitation was performed after detecting no heartbeat,cpr,True
no more cpr was performed after detecting no heartbeat,cpr,True
cpr was performed heartbeat detecting no after,cpr,True
cpr was performed after detecting no heartbeat ,cpr,True
a piece of food airway his blocked completely,choking,True
a spell of food blocked his airway completely,choking,True
a of food his airway completely,choking,True
a piece of food blocked his airway completely ,choking,True
the patient experienced numbness and pain after an electric affected role injury,electric_shock,True
the patient experienced numbness and after pain an electric injury,electric_shock,True
the patient experienced numbness and pain after an electric car injury,electric_shock,True
the patient experienced numbness and pain after an electric injury ,electric_shock,True
he collapsed suddenly and was not pass off immediate resuscitation was needed,cpr,True
suddenly collapsed he and was not breathing immediate resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed ,cpr,True
she fainted after standing promptly up too quickly,fainting,False
she quickly after standing up too fainted,fainting,False
she after standing up too,fainting,False
she fainted after standing up too quickly ,fainting,False
he inhaled spell water while swimming and became unconscious,drowning,True
he inhaled while water swimming and became unconscious,drowning,True
he inhaled water while naiant and became unconscious,drowning,True
he inhaled water while swimming and became unconscious ,drowning,True
swelling after occurred a bee sting on the leg,bee_sting,False
swelling occurred after a bee sting on the along leg,bee_sting,False
swelling occurred after a bee gyp on the leg,bee_sting,False
swelling occurred after a bee sting on the leg ,bee_sting,False
the accidental collapsed after worker electrocution,electric_shock,True
the worker collapsed after prole accidental electrocution,electric_shock,True
the proletarian collapsed after accidental electrocution,electric_shock,True
the worker collapsed after accidental electrocution ,electric_shock,True
she turned blue for eating and gasped while air,choking,True
she turned blue while eating and gasped for publicise,choking,True
she turned spell blue while eating and gasped for air,choking,True
she turned blue while eating and gasped for air ,choking,True
fang marks were visible on the ankle after a seeable bite,snake_bite,True
fang marks bite visible on the ankle after a were,snake_bite,True
fang german mark were visible on the ankle after a bite,snake_bite,True
fang marks were visible on the ankle after a bite ,snake_bite,True
he was bitten by away a snake while hiking,snake_bite,True
he was hiking by a snake while bitten,snake_bite,True
he was bitten by a snake while hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
burn marks were visible after simon marks a high voltage shock,electric_shock,True
burn marks were visible high a after voltage shock,electric_shock,True
burn marks visible after a high voltage shock,electric_shock,True
burn marks were visible after a high voltage shock ,electric_shock,True
the boy choked on a and couldnt breathe,choking,True
the boy choked a on grape and couldnt breathe,choking,True
the boy pass on a grape and couldnt breathe,choking,True
the boy choked on a grape and couldnt breathe ,choking,True
he collapsed suddenly and not breathing immediate resuscitation needed,cpr,True
he collapsed suddenly and needed not breathing immediate resuscitation was was,cpr,True
he collapsed suddenly and was not breathing quick resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed ,cpr,True
stung child screamed after being the by a scorpion,scorpion_sting,True
the baby screamed after being stung by a scorpion,scorpion_sting,True
the child later screamed after being stung by a scorpion,scorpion_sting,True
the child screamed after being stung by a scorpion ,scorpion_sting,True
he was bitten by a stray dog suspected suffer to have rabies,rabies,True
he was bitten by a stray give chase suspected to have rabies,rabies,True
he was bitten by a stray to suspected dog have rabies,rabies,True
he was bitten by a stray dog suspected to have rabies ,rabies,True
hot oil spilled on his arm causing a burn,burns,False
hot oil spilled on his arm a burn,burns,False
hot oil spilled on his arm causing shed a burn,burns,False
hot oil spilled on his arm causing a burn ,burns,False
boost he was bitten by a snake while hiking,snake_bite,True
he bitten by a snake while hiking,snake_bite,True
while was bitten by a snake he hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
the boy choked on a grape and couldnt,choking,True
the boy choked on a grape and amp couldnt breathe,choking,True
the boy choked couldnt a grape and on breathe,choking,True
the boy choked on a grape and couldnt breathe ,choking,True
minor were wounds cleaned and dressed,wounds,False
minor wounds were houseclean and dressed,wounds,False
minor wounds were cleaned and dressed,wounds,False
minor wounds were cleaned and dressed ,wounds,False
bitten on the hand by an aggressive fox,rabies,True
bitten on the hand by an belligerent fox,rabies,True
bitten on away the hand by an aggressive fox,rabies,True
bitten on the hand by an aggressive fox ,rabies,True
burn marks were visible after a high potential shock,electric_shock,True
burn marks amp were visible after a high voltage shock,electric_shock,True
burn were marks visible after a high voltage shock,electric_shock,True
burn marks were visible after a high voltage shock ,electric_shock,True
the wound was bleeding profusely after the later accident,wounds,False
the the was bleeding profusely after wound accident,wounds,False
the wound was bleeding profusely after the chance event,wounds,False
the wound was bleeding profusely after the accident ,wounds,False
she had from deep cut on her forearm a broken glass,wounds,False
she had a deep cut on her forearm from broken glass,wounds,False
along she had a deep cut on her forearm from broken glass,wounds,False
she had a deep cut on her forearm from broken glass ,wounds,False
venomous bite symptoms appeared rapidly,snake_bite,True
venomous bite quickly symptoms appeared rapidly,snake_bite,True
venomous bite rapidly appeared symptoms,snake_bite,True
venomous bite symptoms appeared rapidly ,snake_bite,True
he lost consciousness for reclaim a few seconds and then recovered,fainting,False
he consciousness for a few seconds and then recovered,fainting,False
he helpless consciousness for a few seconds and then recovered,fainting,False
he lost consciousness for a few seconds and then recovered ,fainting,False
swelling and stain followed the snakebite,snake_bite,True
stick with swelling and discoloration followed the snakebite,snake_bite,True
swelling and the followed discoloration snakebite,snake_bite,True
swelling and discoloration followed the snakebite ,snake_bite,True
the patient was found pulse rate unresponsive with no pulse cpr was initiated,cpr,True
the patient was found unresponsive with no heart rate cpr was initiated,cpr,True
the pulse was found unresponsive with no patient cpr was initiated,cpr,True
the patient was found unresponsive with no pulse cpr was initiated ,cpr,True
she was unable to walk after fracturing her ankle,fractures,False
she was unable to paseo after fracturing her ankle,fractures,False
she was unable to walk later after fracturing her ankle,fractures,False
she was unable to walk after fracturing her ankle ,fractures,False
suffered a second from boiling water,burns,False
she suffered a second degree burn from burn down boiling water,burns,False
she suffered a second academic degree burn from boiling water,burns,False
she suffered a second degree burn from boiling water ,burns,False
he appeared pale and passed out during the see,fainting,False
he appeared pale and passed meeting during the out,fainting,False
he pale and passed out during the,fainting,False
he appeared pale and passed out during the meeting ,fainting,False
cpr was performed after detecting no no more heartbeat,cpr,True
cpr was after performed detecting no heartbeat,cpr,True
cpr was performed after detecting no heartbeat,cpr,True
cpr was performed after detecting no heartbeat ,cpr,True
he fell and scraped his knee badly,wounds,False
genu he fell and scraped his knee badly,wounds,False
he fell and come up his knee badly,wounds,False
he fell and scraped his knee badly ,wounds,False
an x ray confirmed leg fracture in the left a,fractures,False
an x ray confirmed a fracture in the exit leg,fractures,False
an x ray confirmed a fracture in the associate in nursing left leg,fractures,False
an x ray confirmed a fracture in the left leg ,fractures,False
the marks were visible on fang ankle after a bite,snake_bite,True
fang marks were visible on the ankle after articulatio talocruralis a bite,snake_bite,True
fang marks were visible on the mortise joint after a bite,snake_bite,True
fang marks were visible on the ankle after a bite ,snake_bite,True
the cat bite showed signs unusual infection and of behavior,rabies,True
the spue bite showed signs of infection and unusual behavior,rabies,True
the cat bite chuck showed signs of infection and unusual behavior,rabies,True
the cat bite showed signs of infection and unusual behavior ,rabies,True
he was bitten by a snake while ophidian hiking,snake_bite,True
he was bitten by a hydra while hiking,snake_bite,True
while was bitten by a snake he hiking,snake_bite,True
he was bitten by a snake while hiking ,snake_bite,True
he clutched his throat and breathe to struggled,choking,True
he clutched his throat and struggled pharynx to breathe,choking,True
he and struggled to breathe,choking,True
he clutched his throat and struggled to breathe ,choking,True
he appeared pallid and passed out during the meeting,fainting,False
he appeared pale fit and passed out during the meeting,fainting,False
he appeared and passed out during the meeting,fainting,False
he appeared pale and passed out during the meeting ,fainting,False
the baby was pulled from the water unresponsive and coughing,drowning,True
the child water pulled from the was unresponsive and coughing,drowning,True
the child pulled the water unresponsive and coughing,drowning,True
the child was pulled from the water unresponsive and coughing ,drowning,True
she was unable walk to after fracturing her ankle,fractures,False
she was unable to walk after fracturing her ankle,fractures,False
she was unable to walk after fracturing her ankle joint,fractures,False
she was unable to walk after fracturing her ankle ,fractures,False
she was submerged in for several minutes before being,drowning,True
she was submerged in water for several arcminute before being rescued,drowning,True
she was submerged for water in several minutes before being rescued,drowning,True
she was submerged in water for several minutes before being rescued ,drowning,True
skin was cherry and blistered from sunburn,burns,False
skin was red sunburn blistered from and,burns,False
skin was red and blistered sunburn,burns,False
skin was red and blistered from sunburn ,burns,False
he collapsed suddenly and was not respire immediate resuscitation was needed,cpr,True
collapsed suddenly and was not breathing immediate resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate non resuscitation was needed,cpr,True
he collapsed suddenly and was not breathing immediate resuscitation was needed ,cpr,True
he electric shock while fixing the outlet,electric_shock,True
he suffered an electric shock stomach while fixing the outlet,electric_shock,True
he suffered an electric shock while posit the outlet,electric_shock,True
he suffered an electric shock while fixing the outlet ,electric_shock,True
the patient experienced numbness and pain after an electric injury,electric_shock,True
the patient experienced spiritlessness and pain after an electric injury,electric_shock,True
the patient experienced numbness and pain after an galvanizing electric injury,electric_shock,True
the patient experienced numbness and pain after an electric injury ,electric_shock,True
she fainted after standing up as well too quickly,fainting,False
she fainted after standing too up quickly,fainting,False
she fainted after standing up too quickly,fainting,False
she fainted after standing up too quickly ,fainting,False
cpr no more was performed after detecting no heartbeat,cpr,True
mouth to mouth resuscitation was performed after detecting no heartbeat,cpr,True
cpr was performed detecting no heartbeat,cpr,True
cpr was performed after detecting no heartbeat ,cpr,True
drowning near a incident occurred at the pool,drowning,True
a incidental near drowning incident occurred at the pool,drowning,True
a skinny drowning incident occurred at the pool,drowning,True
a near drowning incident occurred at the pool ,drowning,True
swelling happen after a bee sting on the leg,bee_sting,False
swelling occurred after a bee sting on pass off the leg,bee_sting,False
swelling a bee sting on the leg,bee_sting,False
swelling occurred after a bee sting on the leg ,bee_sting,False
and discoloration followed the snakebite,snake_bite,True
swelling and discoloration conform to the snakebite,snake_bite,True
swelling tumesce and discoloration followed the snakebite,snake_bite,True
swelling and discoloration followed the snakebite ,snake_bite,True
burned fingers while cooking at fake home,burns,False
burned fingers while home at cooking,burns,False
burned fingers while cooking at home,burns,False
burned fingers while cooking at home ,burns,False
the patient feel numbness and pain after an electric injury,electric_shock,True
the and experienced numbness patient pain after an electric injury,electric_shock,True
the patient experienced numbness and pain after an electric injury,electric_shock,True
the patient experienced numbness and pain after an electric injury ,electric_shock,True
the boy choked grapevine on a grape and couldnt breathe,choking,True
boy on a grape and couldnt,choking,True
the boy choked on a grape and couldnt take a breather,choking,True
the boy choked on a grape and couldnt breathe ,choking,True
fang marks were visible on the ankle after a insect bite,snake_bite,True
fang marks were visible on the ankle represent after a bite,snake_bite,True
fang marks were visible on a ankle after the bite,snake_bite,True
fang marks were visible on the ankle after a bite ,snake_bite,True
he clutched his throat and pass off struggled to breathe,choking,True
clutched his throat and struggled to breathe,choking,True
he clutched his breathe and struggled to throat,choking,True
he clutched his throat and struggled to breathe ,choking,True
swelling occurred after a bee sting later on the leg,bee_sting,False
hump occurred after a bee sting on the leg,bee_sting,False
swelling occurred after a bee sting on the leg,bee_sting,False
swelling occurred after a bee sting on the leg ,bee_sting,False
the sting site became red and itchy,bee_sting,False
the bite sting site became red and itchy,bee_sting,False
the sting site became red and fretful,bee_sting,False
the sting site became red and itchy ,bee_sting,False
burn marks were visible after a high potential shock,electric_shock,True
marks were visible after a high voltage shock,electric_shock,True
burn marks were visible after high a voltage shock,electric_shock,True
burn marks were visible after a high voltage shock ,electric_shock,True
visible marks were fang on the ankle after a bite,snake_bite,True
fang marks were visible on the ankle after a,snake_bite,True
fang marks were visible on the ankle after simon marks a bite,snake_bite,True
fang marks were visible on the ankle after a bite ,snake_bite,True
scorpion venom symptoms appeared inside minutes,scorpion_sting,True
scorpion venom symptoms appeared within minutes,scorpion_sting,True
appeared venom symptoms scorpion within minutes,scorpion_sting,True
scorpion venom symptoms appeared within minutes ,scorpion_sting,True
occurred during a blood test,fainting,False
sudden fainting occurred during a blood amp test,fainting,False
sudden fainting occurred a during blood test,fainting,False
sudden fainting occurred during a blood test ,fainting,False
a scorpion sting caused intense pain and well,scorpion_sting,True
a scorpion sting intense pain swelling,scorpion_sting,True
a scorpion sting caused painfulness intense pain and swelling,scorpion_sting,True
a scorpion sting caused intense pain and swelling ,scorpion_sting,True
hot oil spilled spicy on his arm causing a burn,burns,False
hot oil spilled on his arm causing a burn,burns,False
oil hot spilled on his arm causing a burn,burns,False
hot oil spilled on his arm causing a burn ,burns,False
she turned heave blue while eating and gasped for air,choking,True
she wrick blue while eating and gasped for air,choking,True
she turned blue while eating and gasped for air,choking,True
she turned blue while eating and gasped for air ,choking,True
hot oil spilled on his arm causing a burn down burn,burns,False
hot oil spilled on his arm causing a,burns,False
hot oil spilled on burn arm causing a his,burns,False
hot oil spilled on his arm causing a burn ,burns,False
appeared venom symptoms scorpion within minutes,scorpion_sting,True
scorpion venom symptom appeared within minutes,scorpion_sting,True
scorpion venom symptoms appear appeared within minutes,scorpion_sting,True
scorpion venom symptoms appeared within minutes ,scorpion_sting,True
immobilization was required for fractured,fractures,False
immobilization bone required for a fractured was,fractures,False
immobilization was required for a fractured fracture bone,fractures,False
immobilization was required for a fractured bone ,fractures,False
sudden blood occurred during a fainting test,fainting,False
sudden fainting occurred during a blood test,fainting,False
