text,label,need_amb,source,is_synthetic
Farming accident - mangled hand with multiple fractures,fractures,1.0,(Synthetic),1.0
Mild scorpion sting - ice helping,scorpion_sting,0.0,(Synthetic),1.0
Scorpion sting - stopped breathing,scorpion_sting,1.0,(Synthetic),1.0
Electrical burn - internal tissue damage suspected,burns,1.0,(Synthetic),1.0
Scorpion sting - local pain,scorpion_sting,0.0,(Synthetic),1.0
Twisted knee during soccer game - able to walk,fractures,0.0,(Synthetic),1.0
Elderly woman syncope with urinary incontinence - possible stroke,fainting,1.0,https://www.nhs.uk,0.0
Monkey bite while traveling abroad,rabies,1.0,(Synthetic),1.0
Sunburn after beach day - red shoulders,burns,0.0,(Synthetic),1.0
Unresponsive infant - mother performing rescue breaths,cpr,1.0,https://www.redcross.org,0.0
Teen fainted after vaccination - now alert,fainting,0.0,https://www.who.int,0.0
Minor bee sting - ice helping,bee_sting,0.0,(Synthetic),1.0
Steam from pressure cooker caused facial burns,burns,1,(Synthetic),1
Possible wrist sprain - mild swelling,fractures,0.0,https://www.nhs.uk,0.0
Skateboarder fell - open tibia fracture with bone exposure,fractures,1.0,(Synthetic),1.0
Girl inhaled pool water – having trouble breathing,drowning,1,(Synthetic),1
Unconscious person rescued from deep ocean water,drowning,1,(Synthetic),1
Swimmer got water in lungs - coughing,drowning,0.0,(Synthetic),1.0
Near-drowning - coughing up blood,drowning,1.0,(Synthetic),1.0
Small electric shock - startled but unharmed,electric_shock,0.0,(Synthetic),1.0
Child fell and scraped both knees on rough pavement,wounds,0,(Synthetic),1
Scorpion sting - symptoms resolving,scorpion_sting,0.0,(Synthetic),1.0
Scorpion sting in ankle while climbing rock steps,scorpion_sting,1,(Synthetic),1
Deep knife wound - blood soaking through shirt,wounds,1.0,https://www.redcross.org,0.0
Child struggling to stay afloat in deep pool,drowning,1,(Synthetic),1
Hamster - no bite,rabies,0.0,(Synthetic),1.0
Intoxicated person choking on vomit,choking,1.0,(Synthetic),1.0
Sunburn - red shoulders,burns,0.0,https://www.redcross.org,0.0
Small cut - bandaged,wounds,0.0,https://www.redcross.org,0.0
Small scorpion - brief pain,scorpion_sting,0.0,(Synthetic),1.0
Minor appliance shock - tingling sensation,electric_shock,0.0,(Synthetic),1.0
"Child bit into extension cord - severe mouth burns, difficulty breathing",electric_shock,1.0,(Synthetic),1.0
Small razor nick - bandaged,wounds,0.0,https://www.redcross.org,0.0
Multiple bee stings - allergic reaction developing,bee_sting,1.0,https://www.cdc.gov,0.0
Compound fracture visible after motorcycle crash,fractures,1.0,https://www.nhs.uk,0.0
"Baby choking on grape - lips turning blue, weak cough",choking,1.0,(Synthetic),1.0
Glass shard in foot - minor bleeding,wounds,0.0,https://www.redcross.org,0.0
Small electric shock - no visible injury,electric_shock,0.0,(Synthetic),1.0
Scorpion sting on toddler - high fever developing,scorpion_sting,1.0,(Synthetic),1.0
Scorpion sting on foot - sharp pain radiating up leg,scorpion_sting,1.0,https://www.redcross.org,0.0
Bat contact during sleep - unknown if bite occurred,rabies,1.0,(Synthetic),1.0
Garter snake bite in garden - no envenomation,snake_bite,0.0,https://www.redcross.org,0.0
Bee stung hand while swatting it away,bee_sting,0,(Synthetic),1
Dog scratch from vaccinated pet - minor skin break,rabies,0.0,https://www.who.int,0.0
Woman fainted after seeing blood - seizure-like movements,fainting,1.0,(Synthetic),1.0
Sunburn with blistering on shoulders,burns,0.0,https://www.redcross.org,0.0
Kitchen knife slip - superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
Choking on gum - can't cough,choking,1.0,(Synthetic),1.0
"Child licked exposed wires - burns around mouth, irregular heartbeat",electric_shock,1.0,(Synthetic),1.0
Bat contact during camping trip - unseen bite,rabies,1.0,https://www.cdc.gov/rabies,0.0
Animal bite after strange barking and circling behavior,rabies,1,(Synthetic),1
Scorpion sting on foot – intense pain and swelling,scorpion_sting,1,(Synthetic),1
Fell from bike - arm bent at unnatural angle,fractures,1.0,(Synthetic),1.0
Swimmer inhaled water - coughing but responsive,drowning,0.0,(Synthetic),1.0
Person inhaling water after diving accident,drowning,1,(Synthetic),1
STROKE PATIENT CHOKING ON SALIVA - UNABLE TO PROTECT AIRWAY!,choking,1.0,https://www.stroke.org,0.0
A teenager fainted while donating blood. Volunteers laid him flat and gave him juice.,fainting,0.0,https://www.nhs.uk/conditions/fainting/,0.0
Elderly woman fainted in heatwave - SLOW TO REGAIN CONSCIOUSNESS,fainting,1.0,https://www.weather.gov,0.0
Fishing hook embedded deep in hand,wounds,1.0,(Synthetic),1.0
Teen fainted after piercing - now alert,fainting,0.0,https://www.who.int,0.0
Stubbed toe - painful but fine,fractures,0.0,https://www.nhs.uk,0.0
Small scorpion sting - pain subsiding with antihistamines,scorpion_sting,0.0,https://www.poison.org,0.0
Chainsaw accident - deep thigh laceration with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
Child stung by bee while playing near flowers,bee_sting,0,(Synthetic),1
Scorpion - mild,scorpion_sting,0.0,(Synthetic),1.0
Steam pipe explosion - severe facial burns,burns,1.0,(Synthetic),1.0
Bee flew into shirt and stung multiple times on back,bee_sting,1,(Synthetic),1
Choking on ice cube - grabbing throat,choking,1.0,(Synthetic),1.0
"Child fell in pool - found at bottom, blue lips",drowning,1.0,(Synthetic),1.0
Bat bite while camping - animal acting aggressive,rabies,1.0,(Synthetic),1.0
Brief underwater submersion - no distress,drowning,0.0,(Synthetic),1.0
Fainted with seizure-like movements,fainting,1.0,(Synthetic),1.0
Dementia patient choking on pureed food - ineffective coughing,choking,1.0,(Synthetic),1.0
Paper cut while opening mail,wounds,0.0,(Synthetic),1.0
Newborn not breathing - rescue efforts,cpr,1.0,https://www.redcross.org,0.0
Garter snake in yard - no contact,snake_bite,0.0,(Synthetic),1.0
Bathtub drowning attempt - unresponsive with agonal breathing,drowning,1.0,(Synthetic),1.0
Teen fainted after vaping - found seizing on floor,fainting,1.0,(Synthetic),1.0
Stubbed toe - painful,fractures,0.0,https://www.nhs.uk,0.0
Falling on sharp object - puncture wound to abdomen,wounds,1.0,(Synthetic),1.0
Choking on candy - unable to cough,choking,1.0,(Synthetic),1.0
Construction worker unconscious after fall - CPR in progress,cpr,1.0,https://www.osha.gov,0.0
Non-venomous garden snake bite,snake_bite,0.0,(Synthetic),1.0
Minor shock from appliance - tingling fingers,electric_shock,0.0,(Synthetic),1.0
Child swallowed pool water - coughing but responsive,drowning,0.0,(Synthetic),1.0
Stubbed toe - painful but mobile,fractures,0.0,https://www.nhs.uk,0.0
Honeybee sting - mild,bee_sting,0.0,https://www.cdc.gov,0.0
Woman passed out from heat - now awake but confused,fainting,0.0,https://www.who.int,0.0
Small scorpion - momentary sting,scorpion_sting,0.0,(Synthetic),1.0
Circular saw accident - partial finger amputation bleeding heavily,wounds,1.0,(Synthetic),1.0
Touched hot pan briefly - minor redness on fingers,burns,0.0,(Synthetic),1.0
fell during hike – can’t move knee!!!,fractures,1,(Synthetic),1
A security guard found an unconscious person with no breathing outside a club. Bystanders performed CPR immediately.,cpr,1.0,https://www.redcross.org/take-a-class/cpr,0.0
Dog bite followed by high fever and anxiety,rabies,1,(Synthetic),1
Pregnant woman lightheaded after long standing - no loss of consciousness,fainting,0.0,https://www.who.int,0.0
Hiker bitten by copperhead - severe swelling within minutes,snake_bite,1.0,https://www.nps.gov,0.0
Single bee sting on forearm - normal local reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Non-venomous snake bite - minor puncture wounds,snake_bite,0.0,(Synthetic),1.0
"At a birthday party, a child choked on a piece of hot dog. A guest performed abdominal thrusts while another called for help.",choking,1.0,https://www.nhs.uk/conditions/first-aid/choking/,0.0
Scorpion sting - child unconscious,scorpion_sting,1.0,(Synthetic),1.0
Pet hamster nibbled finger - no break in skin,rabies,0.0,(Synthetic),1.0
Splash of hot wax during candle-making workshop,burns,0,(Synthetic),1
Child burned hand on iron left on,burns,1,(Synthetic),1
Possible sprained wrist - mild swelling,fractures,0.0,https://www.nhs.uk,0.0
Toddler choking on small toy - weak cough and pale skin,choking,1.0,(Synthetic),1.0
Gym member collapsed mid-workout - gasping for air,cpr,1.0,(Synthetic),1.0
Car crash - open femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
"Electrician shocked by live wire - irregular heartbeat, muscle spasms",electric_shock,1.0,(Synthetic),1.0
"Infant choking on small toy part - weak cough, lips turning blue",choking,1.0,(Synthetic),1.0
Animal attack - multiple avulsion wounds on arms,wounds,1.0,(Synthetic),1.0
Desert hiker stung by bark scorpion - muscle twitching,scorpion_sting,1.0,https://www.azdhs.gov,0.0
Scorpion sting - ice helping,scorpion_sting,0.0,(Synthetic),1.0
Child passed out after head injury,fainting,1.0,(Synthetic),1.0
Deep cut on palm from broken glass while washing dishes,wounds,1,(Synthetic),1
Multiple wasp stings on child - vomiting and hives developing,bee_sting,1.0,(Synthetic),1.0
Scorpion sting - loss of bladder control,scorpion_sting,1.0,(Synthetic),1.0
Sudden bite on thigh while sitting on log,snake_bite,1,(Synthetic),1
Twisted ankle - swollen but can walk,fractures,0.0,https://www.nhs.uk,0.0
Garden snake bite - no concern,snake_bite,0.0,(Synthetic),1.0
Non-venomous snake bite while camping - minor puncture wounds,snake_bite,0.0,https://www.nhs.uk,0.0
Man fainted during blood test - regained consciousness quickly,fainting,0.0,https://www.nhs.uk,0.0
Choking on piece of apple - gagging but breathing,choking,0.0,(Synthetic),1.0
Teenager collapsed during sports - sudden cardiac arrest,cpr,1.0,(Synthetic),1.0
Man collapsed at bus stop - bystanders doing compressions,cpr,1.0,https://www.redcross.org,0.0
Non-venomous scorpion sting,scorpion_sting,0.0,(Synthetic),1.0
Choked on saliva - coughed and recovered,choking,0.0,https://www.health.harvard.edu,0.0
Minor shock from outlet,electric_shock,0.0,(Synthetic),1.0
Special needs adult choking on sensory toy - weak gag reflex,choking,1.0,(Synthetic),1.0
Broken bottle stabbing - deep abdominal wound,wounds,1.0,(Synthetic),1.0
Wasp sting - local swelling only,bee_sting,0.0,https://www.cdc.gov,0.0
Hiker bitten by unknown snake - dizziness and sweating,snake_bite,1.0,(Synthetic),1.0
Stray dog bit jogger and ran off into forest,rabies,1,(Synthetic),1
Child splashed with hot tea - first degree redness,burns,0.0,(Synthetic),1.0
"Chainsaw injury to leg - arterial bleeding, bone visible",wounds,1.0,(Synthetic),1.0
Allergic reaction after bee sting on arm,bee_sting,1,(Synthetic),1
Unresponsive - CPR ongoing,cpr,1.0,https://www.redcross.org,0.0
Child submerged in pool for 2 minutes - responsive but coughing,drowning,1.0,(Synthetic),1.0
Hot tea poured accidentally on arm – red patches,burns,0,(Synthetic),1
Choking on piece of meat - unable to speak,choking,1.0,(Synthetic),1.0
Lightheaded after blood draw,fainting,0.0,(Synthetic),1.0
Electrician's apprentice shocked by live wire - burn marks on palm,electric_shock,1.0,(Synthetic),1.0
Minor wound from metal shelf edge,wounds,0,(Synthetic),1
Mild scorpion sting - pain subsiding with ice,scorpion_sting,0.0,(Synthetic),1.0
Hiker bitten by rattlesnake - severe swelling and nausea within 10 minutes,snake_bite,1.0,(Synthetic),1.0
Loud crack when I fell – pain in ankle,fractures,1,(Synthetic),1
Child touched curling iron – skin turned white,burns,1,(Synthetic),1
Choking on candy - distressed,choking,1.0,(Synthetic),1.0
Fishhook deeply embedded in thumb - bleeding moderately,wounds,1.0,https://www.redcross.org,0.0
Single mosquito bite - normal reaction,bee_sting,0.0,(Synthetic),1.0
Stubbed toe - no visible injury,fractures,0.0,(Synthetic),1.0
"Cobra spit in eyes - blurred vision, intense pain",snake_bite,1.0,(Synthetic),1.0
Possible broken wrist after fall,fractures,1.0,https://www.nhs.uk,0.0
Scorpion sting - pain resolved with ice,scorpion_sting,0.0,https://www.poison.org,0.0
Small cooking oil burn - red skin without blisters,burns,0.0,(Synthetic),1.0
Hiker bitten by rattlesnake - severe swelling and nausea,snake_bite,1.0,https://www.cdc.gov,0.0
Coughed after drinking water fast,drowning,0.0,(Synthetic),1.0
A man began choking on steak at dinner. He signaled he was in distress but couldn’t cough. Heimlich maneuver was used while calling for help.,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
Minor electric shock from appliance - small burn on fingers,electric_shock,0.0,(Synthetic),1.0
Lightning strike victim - burn marks in tree-branch pattern,electric_shock,1.0,(Synthetic),1.0
Scorpion in shoe - mild sting with no systemic symptoms,scorpion_sting,0.0,(Synthetic),1.0
"Garter snake bite while gardening - minor puncture, no symptoms",snake_bite,0.0,https://www.gardeningknowhow.com,0.0
Sliced leg open while hiking through thorny bushes,wounds,1,(Synthetic),1
Open wound after tripping on broken sidewalk,wounds,1,(Synthetic),1
Sharp pain and numbness after stepping near scorpion nest,scorpion_sting,1,(Synthetic),1
Baby gagging on piece of hot dog - weak cough,choking,1.0,(Synthetic),1.0
Felt woozy after hot tub,fainting,0.0,(Synthetic),1.0
Static shock from office chair - no injury,electric_shock,0.0,(Synthetic),1.0
Man fainted after seeing blood - woke up immediately,fainting,0.0,(Synthetic),1.0
Fox bite in rural area - animal acting strangely,rabies,1.0,(Synthetic),1.0
Dog bite - puncture wounds bleeding heavily,wounds,1.0,(Synthetic),1.0
Single hornet sting - normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Choking on chewing gum - can't clear airway,choking,1.0,(Synthetic),1.0
Shaving nick - small cut,wounds,0.0,(Synthetic),1.0
Chainsaw accident - deep laceration to thigh with pulsatile bleeding,wounds,1.0,(Synthetic),1.0
Construction worker fell from scaffolding - unconscious with irregular breathing,cpr,1.0,(Synthetic),1.0
Nail tore skin during construction work,wounds,1,(Synthetic),1
Fell from bike - deformed wrist,fractures,1.0,https://www.nhs.uk,0.0
Pet corn snake bite - minimal reaction,snake_bite,0.0,https://www.petmd.com,0.0
Minor steam burn on hand,burns,0.0,(Synthetic),1.0
The man collapsed suddenly during his morning jog. He was unresponsive and not breathing. CPR was started immediately while emergency services were called.,cpr,1.0,https://www.nhs.uk/conditions/first-aid/cpr/,0.0
Newborn not breathing - rescue breaths given,cpr,1.0,https://www.redcross.org,0.0
Intense pain and swelling after suspected viper bite,snake_bite,1.0,(Synthetic),1.0
Small cut from scissors - bandaged,wounds,0.0,https://www.redcross.org,0.0
"Stabbing victim - deep abdominal wound, organ protrusion",wounds,1.0,(Synthetic),1.0
Pregnant woman fainted in supermarket - hit head on floor,fainting,1.0,(Synthetic),1.0
Hot pan - red mark,burns,0.0,https://www.redcross.org,0.0
Elderly woman in nursing home found unresponsive - staff initiating CPR,cpr,1.0,(Synthetic),1.0
Drunk man choking on vomit - altered consciousness,choking,1.0,(Synthetic),1.0
Water snake bite - no concern,snake_bite,0.0,(Synthetic),1.0
Chemical burn from cleaning product - skin peeling,burns,1.0,https://www.redcross.org,0.0
Scorpion sting with seizures,scorpion_sting,1.0,(Synthetic),1.0
"During a soccer match, a player fell suddenly and stopped breathing. The coach initiated CPR immediately.",cpr,1.0,https://www.nhs.uk/conditions/first-aid/cpr/,0.0
Baby choking on cereal - gagging but still breathing,choking,0.0,https://www.redcross.org,0.0
Open wound from bite by unvaccinated farm dog,rabies,1,(Synthetic),1
Non-venomous snake seen in garden,snake_bite,0.0,(Synthetic),1.0
Non-venomous snake startled gardener,snake_bite,0.0,(Synthetic),1.0
Gymnast landed badly - deformed elbow with visible bone,fractures,1.0,(Synthetic),1.0
"Infant choking on balloon - silent crying, lips blue",choking,1.0,(Synthetic),1.0
Cat scratch - superficial wound,rabies,0.0,(Synthetic),1.0
"Baby choking on small battery - lips turning blue, weak gasps",choking,1.0,(Synthetic),1.0
Hot metal burn - skin charred,burns,1.0,(Synthetic),1.0
Baby stung on leg in crib – scorpion under mattress,scorpion_sting,1,(Synthetic),1
Deep scratch by squirrel acting unusually aggressive,rabies,1,(Synthetic),1
Water in nose while swimming - temporary discomfort,drowning,0.0,https://www.swim.org,0.0
Stung while sweeping under bed – found scorpion,scorpion_sting,1,(Synthetic),1
Bark scorpion sting - uncontrollable muscle twitching,scorpion_sting,1.0,(Synthetic),1.0
Snake handler bitten - neurotoxic symptoms developing rapidly,snake_bite,1.0,https://www.reptilesmagazine.com,0.0
50+ bee stings - vomiting blood,bee_sting,1.0,(Synthetic),1.0
Boiling water spill - second degree arm burns,burns,1.0,https://www.redcross.org,0.0
Burn from hot glue gun during crafts,burns,0,(Synthetic),1
Broken mirror caused deep cut on wrist,wounds,1,(Synthetic),1
Light sunburn after beach day,burns,0.0,(Synthetic),1.0
CONSTRUCTION WORKER CRUSHED UNDER BEAM - MULTIPLE FRACTURES AND INTERNAL INJURIES SUSPECTED!,cpr,1.0,(Synthetic),1.0
Man swallowed water and collapsed at pool edge,drowning,1,(Synthetic),1
"Choking on grape - can't speak, panicking",choking,1.0,(Synthetic),1.0
Choking on popcorn - panicking,choking,1.0,(Synthetic),1.0
Chemical burn from drain cleaner - skin peeling,burns,1.0,(Synthetic),1.0
Dropped from tree – screaming in pain – arm limp,fractures,1,(Synthetic),1
50+ bee stings - vomiting and confusion,bee_sting,1.0,(Synthetic),1.0
Zipper cut on finger,wounds,0.0,(Synthetic),1.0
Scorpion fell from ceiling and stung shoulder,scorpion_sting,1,(Synthetic),1
Hamster cage bite - no skin penetration,rabies,0.0,(Synthetic),1.0
"A woman fainted in the queue and regained consciousness in under a minute. She seemed okay afterward, so no ambulance was called.",fainting,0.0,https://my.clevelandclinic.org/health/diseases/17728-syncope-fainting,0.0
Water went down wrong pipe,drowning,0.0,(Synthetic),1.0
Water snake brushed against leg,snake_bite,0.0,(Synthetic),1.0
Scorpion sting - pain fading,scorpion_sting,0.0,(Synthetic),1.0
Touched hot stove - small red mark,burns,0.0,https://www.redcross.org,0.0
Wrist sprain - mild,fractures,0.0,https://www.nhs.uk,0.0
Bike crash! Collarbone seems broken!!,fractures,1,(Synthetic),1
Fainted during concert,fainting,0.0,https://www.who.int,0.0
Choking on hard candy - can't dislodge it,choking,1.0,(Synthetic),1.0
Gasoline fire - burns over 30% of body,burns,1.0,(Synthetic),1.0
"An elderly woman choked on her food in the restaurant. She couldn’t cough or speak. Back blows and abdominal thrusts were applied, and an ambulance was called.",choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
Dog bite during fight with another animal – bleeding,rabies,1,(Synthetic),1
Landscaper stung by swarm - over 30 visible stings,bee_sting,1.0,(Synthetic),1.0
Rattlesnake bite on ankle - rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
Massive bee attack - 100+ stings,bee_sting,1.0,(Synthetic),1.0
Sudden sharp sting after sitting on outdoor bench,scorpion_sting,1,(Synthetic),1
Small electric shock from device - no visible injury,electric_shock,0.0,(Synthetic),1.0
Scalded by steam when opening boiling pot lid,burns,1,(Synthetic),1
Mild sting on arm while sitting near garden,bee_sting,0,(Synthetic),1
Deep cut from broken mirror - bleeding,wounds,1.0,https://www.redcross.org,0.0
Chemical explosion - third-degree burns on 40% of body,burns,1.0,(Synthetic),1.0
Fainted after vaccine - recovered quickly,fainting,0.0,https://www.who.int,0.0
Woman fainted at concert - regained consciousness,fainting,0.0,https://www.nhs.uk,0.0
Hiker bitten by RATTLESNAKE - EXTREME PAIN AND SWELLING RAPIDLY SPREADING!,snake_bite,1.0,https://www.nps.gov,0.0
Fell from roof - arm deformed,fractures,1.0,(Synthetic),1.0
Leg twisted skiing – can't get up!!!,fractures,1,(Synthetic),1
Small cut from razor,wounds,0.0,https://www.redcross.org,0.0
Teenager dragged by current while swimming,drowning,1,(Synthetic),1
BAT FOUND IN BEDROOM - SMALL BITE MARK ON SLEEPING CHILD!,rabies,1.0,https://www.cdc.gov/rabies,0.0
Child bitten by copperhead - limb swelling rapidly,snake_bite,1.0,(Synthetic),1.0
Stung while putting on shoes left outside,scorpion_sting,1,(Synthetic),1
Teen fainted during exam - hit head on desk,fainting,1.0,(Synthetic),1.0
Chemical spill - burns through clothing,burns,1.0,(Synthetic),1.0
Raccoon bite in endemic area - animal acting strangely,rabies,1.0,(Synthetic),1.0
Dementia patient aspirated food - gurgling breaths and pale skin,choking,1.0,https://www.alz.org,0.0
Boy gasping after swallowing large amount of water,drowning,1,(Synthetic),1
Stung on toe while resting at park,bee_sting,0,(Synthetic),1
He fell off the ladder – leg twisted and can’t move!,fractures,1,(Synthetic),1
Glass shard cut - bleeding controlled with pressure,wounds,0.0,(Synthetic),1.0
Chemical burn from drain cleaner - skin peeling on hands,burns,1.0,(Synthetic),1.0
Child submerged in pool for 1 minute - unresponsive,drowning,1.0,(Synthetic),1.0
Kitchen knife slip - shallow finger cut,wounds,0.0,(Synthetic),1.0
Finger stub - okay,fractures,0.0,https://www.nhs.uk,0.0
Deep glass cut - bleeding heavily despite pressure,wounds,1.0,https://www.redcross.org,0.0
Honeybee sting - normal local reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Grease fire burns - second degree on 15% body surface,burns,1.0,(Synthetic),1.0
Cobra spit in eyes - blindness,snake_bite,1.0,(Synthetic),1.0
Scorpion sting on infant - high fever and seizures,scorpion_sting,1.0,(Synthetic),1.0
Restaurant patron choking on large piece of meat,choking,1.0,(Synthetic),1.0
Child found playing with dead bat - small scratch on hand,rabies,1.0,(Synthetic),1.0
Scorpion sting - child calmed with ice,scorpion_sting,0.0,(Synthetic),1.0
Massive bee attack (>50 stings) - vomiting and hypotension,bee_sting,1.0,(Synthetic),1.0
Broken tile caused deep wound on ankle,wounds,1,(Synthetic),1
Motorcycle crash - open skull fracture,fractures,1.0,(Synthetic),1.0
Dehydrated marathon runner collapsed - regained consciousness,fainting,0.0,https://www.runnersworld.com,0.0
Someone pulled out from sea – blue lips and not breathing,drowning,1,(Synthetic),1
Swallowed pool water - mild coughing,drowning,0.0,(Synthetic),1.0
Deep cut from kitchen knife - bleeding through bandages,wounds,1.0,https://www.redcross.org,0.0
Scorpion sting - mild pain only,scorpion_sting,0.0,(Synthetic),1.0
Bitten on ankle while hiking through tall grass,snake_bite,1,(Synthetic),1
Teen fainted after piercing - hit head on counter,fainting,1.0,https://www.safepiercing.org,0.0
Sunburn after beach day - mild redness,burns,0.0,(Synthetic),1.0
Fainted and hit head on concrete,fainting,1.0,(Synthetic),1.0
Bat contact during sleep - small bite mark found,rabies,1.0,(Synthetic),1.0
Garter snake bite - no concern,snake_bite,0.0,(Synthetic),1.0
Fainted after blood draw - now alert and oriented,fainting,0.0,https://www.nhs.uk,0.0
Fainted from dehydration - now drinking water,fainting,0.0,https://www.who.int,0.0
Glass door shatter - deep facial lacerations near eye,wounds,1.0,(Synthetic),1.0
Molten plastic burns - skin melting,burns,1.0,(Synthetic),1.0
Stepped on snake while hiking – bitten instantly,snake_bite,1,(Synthetic),1
"Child licked 9V battery - tongue burn, crying but alert",electric_shock,0.0,(Synthetic),1.0
Man collapsed at bus stop - gasping for air,cpr,1.0,(Synthetic),1.0
Steam burn while cooking - red skin,burns,0.0,https://www.redcross.org,0.0
"Known bee allergy - stung on neck, face swelling rapidly",bee_sting,1.0,https://www.cdc.gov,0.0
Open knee wound after fall in gravel parking lot,wounds,1,(Synthetic),1
Toddler submerged in pool for 30 seconds - coughing water,drowning,1.0,https://www.safekids.org,0.0
Unknown snake bite with neurotoxic symptoms - ptosis present,snake_bite,1.0,(Synthetic),1.0
Fainted from heat exhaustion - now drinking water,fainting,0.0,https://www.who.int,0.0
Deep laceration from chainsaw - blood spurting rhythmically,wounds,1.0,https://www.redcross.org,0.0
Child submerged in bathtub - unconscious,drowning,1.0,(Synthetic),1.0
Woman fainted at wedding - woke up dizzy but oriented,fainting,0.0,https://www.nhs.uk,0.0
Stung twice while moving a flowerpot – visible swelling,scorpion_sting,1,(Synthetic),1
Child fell into water bucket – no response,drowning,1,(Synthetic),1
Guinea pig scratch - superficial,rabies,0.0,(Synthetic),1.0
Hot soup spilled onto toddler's lap,burns,1,(Synthetic),1
Stepped on rusty nail while walking barefoot,wounds,1,(Synthetic),1
Known allergy - bee sting on neck with face swelling,bee_sting,1.0,(Synthetic),1.0
Bride fainted during ceremony - woke up immediately,fainting,0.0,(Synthetic),1.0
Infant choking on small candy - weak cough,choking,1.0,(Synthetic),1.0
Fainted during vaccination - now alert but pale,fainting,0.0,https://www.who.int,0.0
Bitten on finger while picking up wet towel outside,snake_bite,1,(Synthetic),1
Swimmer unconscious after rescue - water in lungs,drowning,1.0,(Synthetic),1.0
Black mamba bite - paralysis starting in legs,snake_bite,1.0,(Synthetic),1.0
Pet bird peck - no risk,rabies,0.0,(Synthetic),1.0
Pet hamster nibbled finger - no broken skin,rabies,0.0,https://www.avma.org,0.0
Bleeding from foot after stepping on sharp seashell,wounds,0,(Synthetic),1
Baby choking on food - gagging,choking,0.0,(Synthetic),1.0
Scorpion sting - mild discomfort,scorpion_sting,0.0,(Synthetic),1.0
"Fell from bike - arm bent at unnatural angle, bone possibly broken",fractures,1.0,https://www.nhs.uk,0.0
Static shock from carpet - no injury,electric_shock,0.0,(Synthetic),1.0
Child fell in lake and can’t swim,drowning,1,(Synthetic),1
A construction worker received an electric shock from a faulty wire and became unconscious. Bystanders turned off the power and called 911.,electric_shock,1.0,https://www.redcross.org/first-aid/electric-shock,0.0
"Barely escaped fox bite, received a scratch on leg",rabies,1,(Synthetic),1
Skin burned during welding – gloves failed,burns,1,(Synthetic),1
"Car accident - leg bent sideways, bone visible",fractures,1.0,(Synthetic),1.0
CAR ACCIDENT – leg looks BROKEN!!!,fractures,1,(Synthetic),1
Surfer wiped out - not breathing when pulled ashore,drowning,1.0,(Synthetic),1.0
Scorpion sting - muscle twitching violently,scorpion_sting,1.0,(Synthetic),1.0
Deep axe wound in thigh - blood pulsating out,wounds,1.0,(Synthetic),1.0
Copperhead bite while gardening - swelling spreading fast,snake_bite,1.0,(Synthetic),1.0
Elderly woman dizzy after standing - no fall,fainting,0.0,(Synthetic),1.0
Bitten while swimming in lake – snake found nearby,snake_bite,1,(Synthetic),1
"Sunburn - red skin, no blisters",burns,0.0,https://www.redcross.org,0.0
Man fainted after seeing blood - woke up immediately,fainting,0.0,https://www.who.int,0.0
Touched hot pan - small burn,burns,0.0,https://www.redcross.org,0.0
Sharp sting under finger – scorpion under laptop,scorpion_sting,1,(Synthetic),1
Scorpion sting with muscle spasms in leg,scorpion_sting,1.0,(Synthetic),1.0
Bitten while feeding stray animals behind market,rabies,1,(Synthetic),1
Child coughed after pool water inhalation,drowning,0.0,https://www.safekids.org,0.0
Mosquito bite - normal itching,bee_sting,0.0,(Synthetic),1.0
DESERT HIKER STUNG BY DEATHSTALKER SCORPION - MUSCLE SPASMS AND VOMITING!,scorpion_sting,1.0,https://www.poison.org,0.0
Diver not breathing after rescue,drowning,1.0,(Synthetic),1.0
Bite on forearm from snake under porch,snake_bite,1,(Synthetic),1
Baby not breathing - turning blue,cpr,1.0,(Synthetic),1.0
Baby choking on cereal - gagging but still breathing,choking,1.0,(Synthetic),1.0
Teenager fainted during vaccination - seizure-like activity observed,fainting,1.0,(Synthetic),1.0
Honeybee - mild,bee_sting,0.0,https://www.cdc.gov,0.0
Single bee sting - normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Pet bird pecked finger playfully,rabies,0.0,(Synthetic),1.0
Sunburn - red skin on shoulders,burns,0.0,https://www.redcross.org,0.0
Swimmer got water in lungs,drowning,0.0,(Synthetic),1.0
Choking on water - coughed and recovered,choking,0.0,https://www.healthline.com,0.0
Sting on neck while hiking through a meadow,bee_sting,1,(Synthetic),1
Tingling sensation after minor kitchen appliance shock,electric_shock,0.0,(Synthetic),1.0
Coughed after drinking water,drowning,0.0,(Synthetic),1.0
Child inhaled pool water - coughing,drowning,0.0,(Synthetic),1.0
Office worker collapsed suddenly - no pulse detected,cpr,1.0,(Synthetic),1.0
Dog scratch opened a bleeding wound,wounds,0,(Synthetic),1
