text,label,need_amb,source,is_synthetic
minor seismic disturbance from appliance small burn on fingers,electric_shock,0.0,(Synthetic),1.0
minor appliance from shock small burn on fingers,electric_shock,0.0,(Synthetic),1.0
minor appliance small burn on fingers,electric_shock,0.0,(Synthetic),1.0
shock from appliance small burn on fingers,electric_shock,0.0,(Synthetic),1.0
along minor shock from appliance small burn on fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance pocket size burn on fingers,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance small burn on fingers,electric_shock,0.0,(Synthetic),1.0
scorpion kibosh sting child stopped crying after medication,scorpion_sting,0.0,(Synthetic),1.0
medicinal drug scorpion sting child stopped crying after medication,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting child stopped crying after medicine,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting child stopped crying medication after,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting child stopped medication,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting nestling stopped crying after medication,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting child after crying stopped medication,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting child stopped crying after medication,scorpion_sting,0.0,(Synthetic),1.0
single wasp sting localized redness and scratch itching,bee_sting,0.0,https://www.cdc.gov,0.0
single wasp sting localized redness scratch and itching,bee_sting,0.0,https://www.cdc.gov,0.0
single wasp sting redness and itching,bee_sting,0.0,https://www.cdc.gov,0.0
single wasp sting localized itching and redness,bee_sting,0.0,https://www.cdc.gov,0.0
single redness sting localized wasp and itching,bee_sting,0.0,https://www.cdc.gov,0.0
single wasp bunko localized redness and itching,bee_sting,0.0,https://www.cdc.gov,0.0
single wasp sting localized redness and itching,bee_sting,0.0,https://www.cdc.gov,0.0
fainted briefly in heat water system recovered with water,fainting,0.0,(Synthetic),1.0
fainted in briefly heat recovered with water,fainting,0.0,(Synthetic),1.0
fainted briefly in heat recovered with water,fainting,0.0,(Synthetic),1.0
fainted briefly in heat recovered with piddle,fainting,0.0,(Synthetic),1.0
swoon briefly in heat recovered with water,fainting,0.0,(Synthetic),1.0
briefly in heat recovered with water,fainting,0.0,(Synthetic),1.0
in briefly fainted heat recovered with water,fainting,0.0,(Synthetic),1.0
bat bite sleeping while small puncture on shoulder,rabies,1.0,https://www.cdc.gov,0.0
small bite while sleeping bat puncture on shoulder,rabies,1.0,https://www.cdc.gov,0.0
while sleeping small puncture on shoulder,rabies,1.0,https://www.cdc.gov,0.0
bat bite while sleeping small puncture on shoulder,rabies,1.0,https://www.cdc.gov,0.0
bat bite while sleeping small puncture deflate on shoulder,rabies,1.0,https://www.cdc.gov,0.0
bat bite while sleeping small puncture on berm,rabies,1.0,https://www.cdc.gov,0.0
bat bite while sleeping cream small puncture on shoulder,rabies,1.0,https://www.cdc.gov,0.0
during hike swollen but can bear weight,fractures,0.0,(Synthetic),1.0
twisted ankle during hike swollen tramp but can bear weight,fractures,0.0,(Synthetic),1.0
twisted ankle but hike swollen during can bear weight,fractures,0.0,(Synthetic),1.0
twisted ankle during hike swollen but can bear free weight,fractures,0.0,(Synthetic),1.0
twisted during hike swollen but can bear weight,fractures,0.0,(Synthetic),1.0
twisted ankle during hike swollen but can behave weight,fractures,0.0,(Synthetic),1.0
twisted ankle twist around during hike swollen but can bear weight,fractures,0.0,(Synthetic),1.0
twisted ankle during hike swollen but can bear weight,fractures,0.0,(Synthetic),1.0
pet dog scratch vaccinated sensual,rabies,0.0,(Synthetic),1.0
pet dog scratch vaccinated dearie animal,rabies,0.0,(Synthetic),1.0
pet animal scratch vaccinated dog,rabies,0.0,(Synthetic),1.0
animal dog scratch vaccinated pet,rabies,0.0,(Synthetic),1.0
pet dog scratch vaccinated animal,rabies,0.0,(Synthetic),1.0
pet dog scratch creature vaccinated animal,rabies,0.0,(Synthetic),1.0
pet dog scratch animal,rabies,0.0,(Synthetic),1.0
sharp pain from sting on wrist while holding along flowers,bee_sting,0,(Synthetic),1
shrewd pain from sting on wrist while holding flowers,bee_sting,0,(Synthetic),1
sharp pain from sting holding wrist while on flowers,bee_sting,0,(Synthetic),1
sharp pain from sting on wrist while moderate flowers,bee_sting,0,(Synthetic),1
sharp pain sting on wrist while holding flowers,bee_sting,0,(Synthetic),1
sharp pain from sting on wrist while holding spell flowers,bee_sting,0,(Synthetic),1
sharp wrist from sting on pain while holding flowers,bee_sting,0,(Synthetic),1
sharp pain from sting on wrist while holding flowers,bee_sting,0,(Synthetic),1
erythema solare shoulders red,burns,0.0,https://www.redcross.org,0.0
sunburn red,burns,0.0,https://www.redcross.org,0.0
sunburn shoulders red,burns,0.0,https://www.redcross.org,0.0
shoulders sunburn red,burns,0.0,https://www.redcross.org,0.0
sunburn red shoulders,burns,0.0,https://www.redcross.org,0.0
burn shoulders red,burns,0.0,https://www.redcross.org,0.0
sunburn suntan shoulders red,burns,0.0,https://www.redcross.org,0.0
small scorpion sting pain subsiding with ice,scorpion_sting,0.0,https://www.poison.org,0.0
small ice sting pain subsiding with scorpion,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion sting pain subsiding with meth ice,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion sting pain subsiding with icing,scorpion_sting,0.0,https://www.poison.org,0.0
small scorpion sting ice subsiding with pain,scorpion_sting,0.0,https://www.poison.org,0.0
minuscule scorpion sting pain subsiding with ice,scorpion_sting,0.0,https://www.poison.org,0.0
hand shard in glass persistent bleeding,wounds,1,(Synthetic),1
glass shard in hand dogged bleeding,wounds,1,(Synthetic),1
glass shard dogged in hand persistent bleeding,wounds,1,(Synthetic),1
glass shard in hand unyielding bleeding,wounds,1,(Synthetic),1
glass shard in hand persistent bleeding,wounds,1,(Synthetic),1
shard in hand persistent bleeding,wounds,1,(Synthetic),1
glass shard in dogged hand persistent bleeding,wounds,1,(Synthetic),1
person unresponsive after pool falling into pond,drowning,1,(Synthetic),1
soul unresponsive after falling into pond,drowning,1,(Synthetic),1
person unresponsive after falling into pool,drowning,1,(Synthetic),1
unresponsive after falling into pond,drowning,1,(Synthetic),1
person unresponsive after falling into,drowning,1,(Synthetic),1
person unresponsive falling after into pond,drowning,1,(Synthetic),1
person unresponsive after later on falling into pond,drowning,1,(Synthetic),1
person unresponsive after falling into pond,drowning,1,(Synthetic),1
unresponsive nobelium diabetic with no pulse,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic with no heartbeat,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic with pulse no,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic no with pulse,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic with no,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic with pulse,cpr,1.0,https://www.redcross.org,0.0
impulse unresponsive diabetic with no pulse,cpr,1.0,https://www.redcross.org,0.0
unresponsive diabetic with no pulse,cpr,1.0,https://www.redcross.org,0.0
skin peeling after direct sun for hours severe sunburn,burns,0,(Synthetic),1
severe peeling after direct sun for hours skin sunburn,burns,0,(Synthetic),1
suntan skin peeling after direct sun for hours severe sunburn,burns,0,(Synthetic),1
skin peeling after sunburn sun for hours severe direct,burns,0,(Synthetic),1
skin peeling after address sun for hours severe sunburn,burns,0,(Synthetic),1
skin peeling after direct sun for organize hours severe sunburn,burns,0,(Synthetic),1
skin peeling after direct sun for hours severe erythema solare,burns,0,(Synthetic),1
child hives known allergy stung by bee with spreading,bee_sting,1.0,(Synthetic),1.0
child with known allergy stung by bee hives diffuse,bee_sting,1.0,(Synthetic),1.0
child with known stung by bee hives spreading,bee_sting,1.0,(Synthetic),1.0
child with known allergy stung by bee hives spreading,bee_sting,1.0,(Synthetic),1.0
child with known allergic reaction stung by bee hives spreading,bee_sting,1.0,(Synthetic),1.0
child with known allergy stung bee by hives spreading,bee_sting,1.0,(Synthetic),1.0
child with known allergy stung urtication by bee hives spreading,bee_sting,1.0,(Synthetic),1.0
industrial accident partial amputation of feel fingers,wounds,1.0,(Synthetic),1.0
industrial accident partial amputation of fingers,wounds,1.0,(Synthetic),1.0
industrial accident partial amputation of,wounds,1.0,(Synthetic),1.0
industrial chance event partial amputation of fingers,wounds,1.0,(Synthetic),1.0
industrial accident partial amputation of fortuity fingers,wounds,1.0,(Synthetic),1.0
industrial accident amputation partial of fingers,wounds,1.0,(Synthetic),1.0
accident industrial partial amputation of fingers,wounds,1.0,(Synthetic),1.0
twisted ankle swelling but can bear burden,fractures,0.0,https://www.nhs.uk,0.0
bend ankle swelling but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
ankle swelling but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
swelling ankle twisted but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
twisted swelling ankle but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle swelling but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
twisted throne ankle swelling but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
pet cat scratch rabies no concern,rabies,0.0,(Synthetic),1.0
pet cat scratch no rabies concern,rabies,0.0,(Synthetic),1.0
pet cat scratch no concern rabies,rabies,0.0,(Synthetic),1.0
pet cat scratch no rabies dearie concern,rabies,0.0,(Synthetic),1.0
pet have to doe with cat scratch no rabies concern,rabies,0.0,(Synthetic),1.0
pet computed axial tomography scratch no rabies concern,rabies,0.0,(Synthetic),1.0
surfer drowned no pulse recover,drowning,1.0,(Synthetic),1.0
drowned no pulse found,drowning,1.0,(Synthetic),1.0
surfer found no pulse drowned,drowning,1.0,(Synthetic),1.0
surfer drowned no pulse retrieve,drowning,1.0,(Synthetic),1.0
surfer drowned no pulse found,drowning,1.0,(Synthetic),1.0
surfer drowned impulse no pulse found,drowning,1.0,(Synthetic),1.0
surfer drowned no pulse feel found,drowning,1.0,(Synthetic),1.0
hit by bike bone deposit out of leg,fractures,1,(Synthetic),1
hit by cycle bone sticking out of leg,fractures,1,(Synthetic),1
hit by bike bone of,fractures,1,(Synthetic),1
bike by hit bone sticking out of leg,fractures,1,(Synthetic),1
hit by bike bone of out sticking leg,fractures,1,(Synthetic),1
pedal hit by bike bone sticking out of leg,fractures,1,(Synthetic),1
hit by bike bone sticking out arrive at of leg,fractures,1,(Synthetic),1
hit by bike bone sticking out of leg ,fractures,1,(Synthetic),1
wasp sting convention reaction,bee_sting,0.0,https://www.cdc.gov,0.0
response wasp sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp normal sting reaction,bee_sting,0.0,https://www.cdc.gov,0.0
white anglo saxon protestant sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp response sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
normal sting wasp reaction,bee_sting,0.0,https://www.cdc.gov,0.0
static shock wound from metal railing no injury,electric_shock,0.0,https://www.physicsclassroom.com,0.0
injury shock from metal railing no static,electric_shock,0.0,https://www.physicsclassroom.com,0.0
metal shock from static railing no injury,electric_shock,0.0,https://www.physicsclassroom.com,0.0
static shock from metal railing no injury,electric_shock,0.0,https://www.physicsclassroom.com,0.0
static shock stable from metal railing no injury,electric_shock,0.0,https://www.physicsclassroom.com,0.0
static shock from metal railing no wound,electric_shock,0.0,https://www.physicsclassroom.com,0.0
static jounce from metal railing no injury,electric_shock,0.0,https://www.physicsclassroom.com,0.0
glass shard wound bleeding pretty,wounds,1.0,https://www.redcross.org,0.0
glass shard wound bleeding nose moderately,wounds,1.0,https://www.redcross.org,0.0
glass shard wound nose bleeding moderately,wounds,1.0,https://www.redcross.org,0.0
moderately shard wound bleeding glass,wounds,1.0,https://www.redcross.org,0.0
glass shard wound bleeding moderately,wounds,1.0,https://www.redcross.org,0.0
glass shard wounding bleeding moderately,wounds,1.0,https://www.redcross.org,0.0
shard wound bleeding moderately,wounds,1.0,https://www.redcross.org,0.0
elderly man passed out awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man drop dead out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed in out synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man disorientate passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out in synagogue awake but temple disoriented,fainting,0.0,https://www.nhs.uk,0.0
passed man elderly out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly valet passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
elderly man passed out in synagogue awake but disoriented,fainting,0.0,https://www.nhs.uk,0.0
child pulled water pool coughing up from,drowning,0.0,(Synthetic),1.0
kid pulled from pool coughing up water,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing pond up water,drowning,0.0,(Synthetic),1.0
child from pool coughing water,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing up tear water,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing water,drowning,0.0,(Synthetic),1.0
water pulled from pool coughing up child,drowning,0.0,(Synthetic),1.0
child pulled from pool coughing up water,drowning,0.0,(Synthetic),1.0
bat contact during sleep bite chump,rabies,1.0,(Synthetic),1.0
bat contact,rabies,1.0,(Synthetic),1.0
bat contact during sleep bite check,rabies,1.0,(Synthetic),1.0
contact during bite mark,rabies,1.0,(Synthetic),1.0
bat contact mark sleep bite during,rabies,1.0,(Synthetic),1.0
bat contact during sharpness sleep bite mark,rabies,1.0,(Synthetic),1.0
bat sharpness contact during sleep bite mark,rabies,1.0,(Synthetic),1.0
bat contact during sleep bite mark,rabies,1.0,(Synthetic),1.0
toddler along choking on balloon fragment,choking,1.0,(Synthetic),1.0
toddler choking conk on balloon fragment,choking,1.0,(Synthetic),1.0
toddler choking balloon on fragment,choking,1.0,(Synthetic),1.0
toddler choking fragment balloon on,choking,1.0,(Synthetic),1.0
yearling choking on balloon fragment,choking,1.0,(Synthetic),1.0
toddler choking on balloon fragment,choking,1.0,(Synthetic),1.0
tot choking on balloon fragment,choking,1.0,(Synthetic),1.0
backburn during bonfire due imputable to strong wind,burns,1,(Synthetic),1
backburn during bonfire due to strong nose,burns,1,(Synthetic),1
backburn during balefire due to strong wind,burns,1,(Synthetic),1
backburn during bonfire due to strong wind,burns,1,(Synthetic),1
backburn during imputable bonfire due to strong wind,burns,1,(Synthetic),1
backburn during bonfire due strong wind,burns,1,(Synthetic),1
strong during bonfire due to backburn wind,burns,1,(Synthetic),1
brief contact with hot pan,burns,0.0,https://www.redcross.org,0.0
brief contact with hot genus pan,burns,0.0,https://www.redcross.org,0.0
brief contact with hot live pan,burns,0.0,https://www.redcross.org,0.0
brief contact hot with pan,burns,0.0,https://www.redcross.org,0.0
brief contact goat god with hot pan,burns,0.0,https://www.redcross.org,0.0
brief pan with hot contact,burns,0.0,https://www.redcross.org,0.0
brief with hot pan,burns,0.0,https://www.redcross.org,0.0
scorpion sting with spreading numbness up arm,scorpion_sting,1.0,(Synthetic),1.0
scorpion apathy sting with numbness spreading up arm,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with numbness spreading up arm,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting numbness with spreading up arm,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with spiritlessness spreading up arm,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with numbness spreading up limb,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with numbness spreading apathy up arm,scorpion_sting,1.0,(Synthetic),1.0
bat chomp while sleeping didnt see the animal,rabies,1.0,(Synthetic),1.0
bat bite while sleeping didnt the animal,rabies,1.0,(Synthetic),1.0
bat bite while sleeping cream didnt see the animal,rabies,1.0,(Synthetic),1.0
bat bite while didnt sleeping see the animal,rabies,1.0,(Synthetic),1.0
go out bat bite while sleeping didnt see the animal,rabies,1.0,(Synthetic),1.0
bat burn while sleeping didnt see the animal,rabies,1.0,(Synthetic),1.0
bat bite while see the animal,rabies,1.0,(Synthetic),1.0
bat bite while sleeping didnt see the animal,rabies,1.0,(Synthetic),1.0
found canal body in floating no pulse,drowning,1,(Synthetic),1
found floating body in canal pulse no,drowning,1,(Synthetic),1
found floating in canal no pulse,drowning,1,(Synthetic),1
found floating body in canal no heartbeat,drowning,1,(Synthetic),1
found floating body in canal no consistency pulse,drowning,1,(Synthetic),1
found floating body in canal no pulse,drowning,1,(Synthetic),1
found floating body in canalize no pulse,drowning,1,(Synthetic),1
scorpion sting pinch with muscle twitching,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with muscular tissue twitching,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting twitching muscle with,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with muscle twitching,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with muscle pinch twitching,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting muscle twitching,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting with brawn twitching,scorpion_sting,1.0,(Synthetic),1.0
falling through glass door multiple deep come lacerations,wounds,1.0,(Synthetic),1.0
falling through glass door multiple deep lacerations,wounds,1.0,(Synthetic),1.0
falling through glass threshold multiple deep lacerations,wounds,1.0,(Synthetic),1.0
falling through glass deep multiple door lacerations,wounds,1.0,(Synthetic),1.0
falling through glass door multiple late lacerations,wounds,1.0,(Synthetic),1.0
falling through glass door doorway multiple deep lacerations,wounds,1.0,(Synthetic),1.0
falling through door multiple deep lacerations,wounds,1.0,(Synthetic),1.0
small cooking oil pocket sized burn,burns,0.0,(Synthetic),1.0
small cooking oil burn,burns,0.0,(Synthetic),1.0
small cooking burn oil,burns,0.0,(Synthetic),1.0
cooking small oil burn,burns,0.0,(Synthetic),1.0
small falsify oil burn,burns,0.0,(Synthetic),1.0
small cooking oil suntan burn,burns,0.0,(Synthetic),1.0
sea snake bite while fishing muscular tissue paralysis developing,snake_bite,1.0,(Synthetic),1.0
sea snake fishing muscle paralysis developing,snake_bite,1.0,(Synthetic),1.0
sea snake bite while fishing muscle development paralysis developing,snake_bite,1.0,(Synthetic),1.0
sea snake bite while fishing muscle palsy developing,snake_bite,1.0,(Synthetic),1.0
sea snake bite while fishing paralysis developing,snake_bite,1.0,(Synthetic),1.0
bite snake sea while fishing muscle paralysis developing,snake_bite,1.0,(Synthetic),1.0
sea snake fishing while bite muscle paralysis developing,snake_bite,1.0,(Synthetic),1.0
sea snake bite while fishing muscle paralysis developing,snake_bite,1.0,(Synthetic),1.0
diver surfaced too loyal unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
diver surfaced too profligate unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
diver surfaced too fast unconscious frothing loyal at mouth,drowning,1.0,(Synthetic),1.0
diver too fast unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
loyal diver surfaced too fast unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
diver fast too surfaced unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
diver surfaced too fast unconscious frothing at mouth,drowning,1.0,(Synthetic),1.0
elderly man nobelium slumped in wheelchair no pulse detected,cpr,1.0,https://www.heart.org,0.0
elderly man slumped in wheelchair no heart rate detected,cpr,1.0,https://www.heart.org,0.0
elderly man slumped in wheelchair no detected,cpr,1.0,https://www.heart.org,0.0
elderly man slumped in no wheelchair pulse detected,cpr,1.0,https://www.heart.org,0.0
elderly man sink in wheelchair no pulse detected,cpr,1.0,https://www.heart.org,0.0
elderly man slumped in pulse no wheelchair detected,cpr,1.0,https://www.heart.org,0.0
elderly slumped in wheelchair pulse detected,cpr,1.0,https://www.heart.org,0.0
elderly man slumped in wheelchair no pulse detected,cpr,1.0,https://www.heart.org,0.0
bitten while feeding a sick looking stray dog,rabies,1,(Synthetic),1
child bitten while spell feeding a sick looking stray dog,rabies,1,(Synthetic),1
child bitten while feeding a sick looking stray hotdog,rabies,1,(Synthetic),1
child while feeding a sick looking stray dog,rabies,1,(Synthetic),1
child bitten while feeding a stray looking sick dog,rabies,1,(Synthetic),1
child bitten while feeding a sick looking stray wienerwurst,rabies,1,(Synthetic),1
child bitten while feeding dog sick looking stray a,rabies,1,(Synthetic),1
child bitten while feeding a sick looking stray dog,rabies,1,(Synthetic),1
alzheimers disease patient choking on food confused and panicking,choking,1.0,(Synthetic),1.0
alzheimers patient alzheimers disease choking on food confused and panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking on along food confused and panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking on and confused food panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking and food confused on panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking on food and panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking on food for thought confused and panicking,choking,1.0,(Synthetic),1.0
alzheimers patient choking on food confused and panicking,choking,1.0,(Synthetic),1.0
man deep after nearly drowning in gasping end,drowning,1,(Synthetic),1
man gasping after nearly drowning in deep end,drowning,1,(Synthetic),1
man gasping after nearly overwhelm in deep end,drowning,1,(Synthetic),1
last man gasping after nearly drowning in deep end,drowning,1,(Synthetic),1
man gasping after nearly later on drowning in deep end,drowning,1,(Synthetic),1
humans gasping after nearly drowning in deep end,drowning,1,(Synthetic),1
scorpio the scorpion sting mild symptoms,scorpion_sting,0.0,(Synthetic),1.0
scorpion hustle mild symptoms,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting mild scorpio the scorpion symptoms,scorpion_sting,0.0,(Synthetic),1.0
symptoms sting mild scorpion,scorpion_sting,0.0,(Synthetic),1.0
mild sting scorpion symptoms,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting scorpio the scorpion mild symptoms,scorpion_sting,0.0,(Synthetic),1.0
scorpion sting mild symptoms,scorpion_sting,0.0,(Synthetic),1.0
turn up swimmer disappeared beneath surface at beach,drowning,1,(Synthetic),1
swimmer disappeared vanish beneath surface at beach,drowning,1,(Synthetic),1
swimmer disappeared beneath surface beach at,drowning,1,(Synthetic),1
swimmer disappeared to a lower place surface at beach,drowning,1,(Synthetic),1
swimmer disappeared at a lower place surface at beach,drowning,1,(Synthetic),1
swimmer disappeared beneath surface at beach,drowning,1,(Synthetic),1
swimmer disappeared surface beach,drowning,1,(Synthetic),1
stubbed finger painful but amercement fine,fractures,0.0,https://www.nhs.uk,0.0
finger stubbed painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed fine painful but finger,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger painful but alright,fractures,0.0,https://www.nhs.uk,0.0
stubbed finger painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stubbed only finger painful but fine,fractures,0.0,https://www.nhs.uk,0.0
stairs arm gashed by railing,wounds,1,(Synthetic),1
slipped on arm stairs gashed by railing,wounds,1,(Synthetic),1
slipped on stairs arm gashed by railing,wounds,1,(Synthetic),1
slipped on stair arm gashed by railing,wounds,1,(Synthetic),1
slipped on gash stairs arm gashed by railing,wounds,1,(Synthetic),1
slipped on stairs build up gashed by railing,wounds,1,(Synthetic),1
slipped on stairs along arm gashed by railing,wounds,1,(Synthetic),1
pressure shard cut bleeding controlled with glass,wounds,0.0,https://www.redcross.org,0.0
glass shard cut pressure controlled with bleeding,wounds,0.0,https://www.redcross.org,0.0
glass shard turn out bleeding controlled with pressure,wounds,0.0,https://www.redcross.org,0.0
glass shard cut bleeding controlled with pressure,wounds,0.0,https://www.redcross.org,0.0
glass shard bleeding controlled with pressure,wounds,0.0,https://www.redcross.org,0.0
glass shard cut bleeding meth controlled with pressure,wounds,0.0,https://www.redcross.org,0.0
glass shard disregard cut bleeding controlled with pressure,wounds,0.0,https://www.redcross.org,0.0
child burn into charging cable tongue burns,electric_shock,1.0,(Synthetic),1.0
child bit into charging tongue burns,electric_shock,1.0,(Synthetic),1.0
child bit cables length into charging cable tongue burns,electric_shock,1.0,(Synthetic),1.0
child bit into charging burns tongue cable,electric_shock,1.0,(Synthetic),1.0
child tongue into charging cable bit burns,electric_shock,1.0,(Synthetic),1.0
child bit into charging overseas telegram tongue burns,electric_shock,1.0,(Synthetic),1.0
prick child bit into charging cable tongue burns,electric_shock,1.0,(Synthetic),1.0
child bit into charging cable tongue burns,electric_shock,1.0,(Synthetic),1.0
pet cat scratch superficial,rabies,0.0,(Synthetic),1.0
pet cat superficial scratch,rabies,0.0,(Synthetic),1.0
cat superficial,rabies,0.0,(Synthetic),1.0
pet sick scratch superficial,rabies,0.0,(Synthetic),1.0
pet cat scratch trivial,rabies,0.0,(Synthetic),1.0
pet cat scratch mark superficial,rabies,0.0,(Synthetic),1.0
elderly man choking to dentures weak attempts on cough,choking,1.0,(Synthetic),1.0
frail elderly man choking on dentures weak attempts to cough,choking,1.0,(Synthetic),1.0
cough man choking on dentures weak attempts to elderly,choking,1.0,(Synthetic),1.0
elderly man choking on dentures weak attempts to cough,choking,1.0,(Synthetic),1.0
elderly man choking dentures weak attempts to cough,choking,1.0,(Synthetic),1.0
elderly man choking on dentures coughing weak attempts to cough,choking,1.0,(Synthetic),1.0
elderly humanity choking on dentures weak attempts to cough,choking,1.0,(Synthetic),1.0
hangnail tear shaver bleeding,wounds,0.0,(Synthetic),1.0
hangnail tear minor haemorrhage,wounds,0.0,(Synthetic),1.0
hangnail teardrop tear minor bleeding,wounds,0.0,(Synthetic),1.0
hangnail tear minor bleeding,wounds,0.0,(Synthetic),1.0
tear hangnail minor bleeding,wounds,0.0,(Synthetic),1.0
teardrop hangnail tear minor bleeding,wounds,0.0,(Synthetic),1.0
water in coughing lungs,drowning,0.0,(Synthetic),1.0
water in lungs coughing,drowning,0.0,(Synthetic),1.0
water in lungs cough,drowning,0.0,(Synthetic),1.0
water in lungs,drowning,0.0,(Synthetic),1.0
water in lungs water system coughing,drowning,0.0,(Synthetic),1.0
pee in lungs coughing,drowning,0.0,(Synthetic),1.0
until man collapsed in park bystanders doing cpr elderly ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man cpr in park bystanders doing collapsed until ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed in park bystanders doing cpr until ems human being arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed park bystanders doing cpr until ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed in park bystanders doing cardiopulmonary resuscitation until ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed in park get bystanders doing cpr until ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed in park bystander doing cpr until ems arrives,cpr,1.0,https://www.redcross.org,0.0
elderly man collapsed in park bystanders doing cpr until ems arrives,cpr,1.0,https://www.redcross.org,0.0
pregnant woman meaning fainted bleeding from nose,fainting,1.0,(Synthetic),1.0
pregnant fainted bleeding from,fainting,1.0,(Synthetic),1.0
pregnant woman fainted from bleeding nose,fainting,1.0,(Synthetic),1.0
fraught woman fainted bleeding from nose,fainting,1.0,(Synthetic),1.0
pregnant woman pass out bleeding from nose,fainting,1.0,(Synthetic),1.0
pregnant woman fainted bleeding from nose,fainting,1.0,(Synthetic),1.0
pregnant from fainted bleeding woman nose,fainting,1.0,(Synthetic),1.0
choking gum on panicking,choking,1.0,(Synthetic),1.0
choking on panicking gum,choking,1.0,(Synthetic),1.0
choking on gum panicking,choking,1.0,(Synthetic),1.0
choking on gum panic,choking,1.0,(Synthetic),1.0
choking on gum chewing gum panicking,choking,1.0,(Synthetic),1.0
conk choking on gum panicking,choking,1.0,(Synthetic),1.0
supermarket arrest in cardiac bystander performing cpr,cpr,1.0,https://www.redcross.org,0.0
cardiac arrest in bystander supermarket performing cpr,cpr,1.0,https://www.redcross.org,0.0
cardiac inch arrest in supermarket bystander performing cpr,cpr,1.0,https://www.redcross.org,0.0
cardiac arrest in supermarket bystander performing mouth to mouth resuscitation,cpr,1.0,https://www.redcross.org,0.0
cardiac arrest in supermarket bystander performing cpr,cpr,1.0,https://www.redcross.org,0.0
